INBOUND-DATASET,INBOUND-DATASET,INBOUND-DATASET,INBOUND-DATASET,INBOUND_OUTBOUND_METADATA,OUTBOUND,OUTBOUND,OUTBOUND,METADATA
inbound_13,inbound_13__C04,inbound_13,C04,235060058,sao_paulo_brazil__1__A11,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__C05,inbound_13,C05,235038775,sao_paulo_brazil__1__F11,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__C06,inbound_13,C06,235060070,sao_paulo_brazil__1__H02,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__C07,inbound_13,C07,235060264,sao_paulo_brazil__1__H06,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__C08,inbound_13,C08,235041201,sao_paulo_brazil__2_real_1__A01,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__C09,inbound_13,C09,235040407,sao_paulo_brazil__2_real_1__A02,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__C10,inbound_13,C10,235041648,sao_paulo_brazil__2_real_1__A03,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__C11,inbound_13,C11,235041198,sao_paulo_brazil__2_real_1__A04,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__C12,inbound_13,C12,235059999,sao_paulo_brazil__1__G01,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__D01,inbound_13,D01,235041498,sao_paulo_brazil__1__D08,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__D02,inbound_13,D02,235060042,sao_paulo_brazil__1__C09,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__D03,inbound_13,D03,235041445,sao_paulo_brazil__1__C10,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__D04,inbound_13,D04,235060001,sao_paulo_brazil__1__C11,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__D05,inbound_13,D05,235041160,sao_paulo_brazil__1__D12,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__D06,inbound_13,D06,235039239,sao_paulo_brazil__1__A06,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__D07,inbound_13,D07,235060194,sao_paulo_brazil__1__A07,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__D08,inbound_13,D08,235041549,sao_paulo_brazil__2_real_1__B01,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__D09,inbound_13,D09,235041524,sao_paulo_brazil__2_real_1__B02,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__D10,inbound_13,D10,235041746,sao_paulo_brazil__2_real_1__B03,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__D11,inbound_13,D11,235041168,sao_paulo_brazil__2_real_1__B04,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__D12,inbound_13,D12,235038800,sao_paulo_brazil__1__H01,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__E01,inbound_13,E01,235041118,sao_paulo_brazil__1__E08,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__E02,inbound_13,E02,235041663,sao_paulo_brazil__1__D09,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__E03,inbound_13,E03,235060069,sao_paulo_brazil__1__D10,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__E04,inbound_13,E04,235041701,sao_paulo_brazil__1__D11,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__E05,inbound_13,E05,235060048,sao_paulo_brazil__1__E02,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__E06,inbound_13,E06,235042114,sao_paulo_brazil__1__B06,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__E07,inbound_13,E07,235038322,sao_paulo_brazil__1__B07,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__E08,inbound_13,E08,235040481,sao_paulo_brazil__2_real_1__C01,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__E09,inbound_13,E09,235041243,sao_paulo_brazil__2_real_1__C02,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__E10,inbound_13,E10,235041653,sao_paulo_brazil__2_real_1__C03,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__E11,inbound_13,E11,235062816,sao_paulo_brazil__2_real_1__C04,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__E12,inbound_13,E12,235060263,sao_paulo_brazil__1__A03,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__F01,inbound_13,F01,235042037,sao_paulo_brazil__1__F08,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__F02,inbound_13,F02,235041695,sao_paulo_brazil__1__E09,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__F03,inbound_13,F03,235060236,sao_paulo_brazil__1__E10,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__F04,inbound_13,F04,235060180,sao_paulo_brazil__1__F12,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__F05,inbound_13,F05,235038325,sao_paulo_brazil__1__B02,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__F06,inbound_13,F06,235039184,sao_paulo_brazil__1__C06,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__F07,inbound_13,F07,235060037,sao_paulo_brazil__1__C07,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__F08,inbound_13,F08,235041339,sao_paulo_brazil__2_real_1__D01,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__F09,inbound_13,F09,235041351,sao_paulo_brazil__2_real_1__D02,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__F10,inbound_13,F10,235040310,sao_paulo_brazil__2_real_1__D03,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__F11,inbound_13,F11,235041077,sao_paulo_brazil__2_real_1__D04,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__F12,inbound_13,F12,235039203,sao_paulo_brazil__1__F01,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__G01,inbound_13,G01,235038842,sao_paulo_brazil__1__G08,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__G02,inbound_13,G02,235060192,sao_paulo_brazil__1__F09,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__G03,inbound_13,G03,235041196,sao_paulo_brazil__1__F10,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__G04,inbound_13,G04,235041093,sao_paulo_brazil__1__E12,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__G05,inbound_13,G05,235038846,sao_paulo_brazil__1__C02,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__G06,inbound_13,G06,235038359,sao_paulo_brazil__1__D06,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__G07,inbound_13,G07,235060076,sao_paulo_brazil__1__D07,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__G08,inbound_13,G08,235041249,sao_paulo_brazil__2_real_1__E01,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__G09,inbound_13,G09,235041677,sao_paulo_brazil__2_real_1__E02,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__G10,inbound_13,G10,235040495,sao_paulo_brazil__2_real_1__E03,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__G11,inbound_13,G11,235041676,sao_paulo_brazil__2_real_1__E04,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__G12,inbound_13,G12,235060041,sao_paulo_brazil__1__D03,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__H01,inbound_13,H01,235042110,sao_paulo_brazil__1__C12,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__H02,inbound_13,H02,235038852,sao_paulo_brazil__1__G09,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__H03,inbound_13,H03,235060214,sao_paulo_brazil__1__G10,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__H04,inbound_13,H04,235060028,sao_paulo_brazil__1__G12,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__H05,inbound_13,H05,235038797,sao_paulo_brazil__1__G02,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__H06,inbound_13,H06,235060044,sao_paulo_brazil__1__F06,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__H07,inbound_13,H07,235039206,sao_paulo_brazil__1__F07,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__H08,inbound_13,H08,235041113,sao_paulo_brazil__2_real_1__F01,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__H09,inbound_13,H09,235041543,sao_paulo_brazil__2_real_1__F02,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__H10,inbound_13,H10,235041382,sao_paulo_brazil__2_real_1__F03,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__H11,inbound_13,H11,235041553,sao_paulo_brazil__2_real_1__F04,Sao_Paulo,Brazil,Sao_Paulo
inbound_13,inbound_13__H12,inbound_13,H12,235060051,sao_paulo_brazil__1__B03,Sao_Paulo,Brazil,Sao_Paulo
inbound_11,inbound_11__A02,inbound_11,A02,235031507,sendai_japan_1__C04,Sendai,Japan,Sendai
inbound_11,inbound_11__A03,inbound_11,A03,235031889,sendai_japan_1__H02,Sendai,Japan,Sendai
inbound_11,inbound_11__A04,inbound_11,A04,235032217,sendai_japan_1__E01,Sendai,Japan,Sendai
inbound_11,inbound_11__B02,inbound_11,B02,235031480,sendai_japan_1__C03,Sendai,Japan,Sendai
inbound_11,inbound_11__B03,inbound_11,B03,235031489,sendai_japan_1__A03,Sendai,Japan,Sendai
inbound_11,inbound_11__B04,inbound_11,B04,235031956,sendai_japan_1__D01,Sendai,Japan,Sendai
inbound_11,inbound_11__C02,inbound_11,C02,235031514,sendai_japan_1__D03,Sendai,Japan,Sendai
inbound_11,inbound_11__C03,inbound_11,C03,235031927,sendai_japan_1__B03,Sendai,Japan,Sendai
inbound_11,inbound_11__C04,inbound_11,C04,235032182,sendai_japan_1__A01,Sendai,Japan,Sendai
inbound_11,inbound_11__D01,inbound_11,D01,235031525,sendai_japan_1__E04,Sendai,Japan,Sendai
inbound_11,inbound_11__D02,inbound_11,D02,235031493,sendai_japan_1__E03,Sendai,Japan,Sendai
inbound_11,inbound_11__D03,inbound_11,D03,235031491,sendai_japan_1__F02,Sendai,Japan,Sendai
inbound_11,inbound_11__D04,inbound_11,D04,235031885,sendai_japan_1__B01,Sendai,Japan,Sendai
inbound_11,inbound_11__D05,inbound_11,D05,235031916,sendai_japan_1__A02,Sendai,Japan,Sendai
inbound_11,inbound_11__E01,inbound_11,E01,235031949,sendai_japan_1__F04,Sendai,Japan,Sendai
inbound_11,inbound_11__E02,inbound_11,E02,235031494,sendai_japan_1__F03,Sendai,Japan,Sendai
inbound_11,inbound_11__E03,inbound_11,E03,235031886,sendai_japan_1__G02,Sendai,Japan,Sendai
inbound_11,inbound_11__E04,inbound_11,E04,235032172,sendai_japan_1__F01,Sendai,Japan,Sendai
inbound_11,inbound_11__F01,inbound_11,F01,235031518,sendai_japan_1__B04,Sendai,Japan,Sendai
inbound_11,inbound_11__F02,inbound_11,F02,235031485,sendai_japan_1__H03,Sendai,Japan,Sendai
inbound_11,inbound_11__F03,inbound_11,F03,235031482,sendai_japan_1__B02,Sendai,Japan,Sendai
inbound_11,inbound_11__F04,inbound_11,F04,235031505,sendai_japan_1__G01,Sendai,Japan,Sendai
inbound_11,inbound_11__G01,inbound_11,G01,235031547,sendai_japan_1__A04,Sendai,Japan,Sendai
inbound_11,inbound_11__G02,inbound_11,G02,235031487,sendai_japan_1__G03,Sendai,Japan,Sendai
inbound_11,inbound_11__G03,inbound_11,G03,235031521,sendai_japan_1__C02,Sendai,Japan,Sendai
inbound_11,inbound_11__G04,inbound_11,G04,235031524,sendai_japan_1__C01,Sendai,Japan,Sendai
inbound_11,inbound_11__H01,inbound_11,H01,235031538,sendai_japan_1__D04,Sendai,Japan,Sendai
inbound_11,inbound_11__H02,inbound_11,H02,235031500,sendai_japan_1__E02,Sendai,Japan,Sendai
inbound_11,inbound_11__H03,inbound_11,H03,235031539,sendai_japan_1__D02,Sendai,Japan,Sendai
inbound_11,inbound_11__H04,inbound_11,H04,235031499,sendai_japan_1__H01,Sendai,Japan,Sendai
inbound_20,inbound_20___hawaii_and_singapore__A01,inbound_20___hawaii_and_singapore,A01,235185373,singapore_8__E04,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__A02,inbound_20___hawaii_and_singapore,A02,235183815,singapore_8__D12,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__A03,inbound_20___hawaii_and_singapore,A03,235183608,singapore_4__H08,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__A04,inbound_20___hawaii_and_singapore,A04,235183819,singapore_4__H11,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__A05,inbound_20___hawaii_and_singapore,A05,235162593,singapore_5__A05,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__A06,inbound_20___hawaii_and_singapore,A06,235163307,singapore_5__B03,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__A07,inbound_20___hawaii_and_singapore,A07,235182278,singapore_5__A04,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__B01,inbound_20___hawaii_and_singapore,B01,235184368,singapore_8__E05,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__B02,inbound_20___hawaii_and_singapore,B02,235043359,singapore_1__C09,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__B03,inbound_20___hawaii_and_singapore,B03,235184870,singapore_4__G04,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__B04,inbound_20___hawaii_and_singapore,B04,235185337,singapore_4__G12,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__B05,inbound_20___hawaii_and_singapore,B05,235185256,singapore_4__H01,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__B06,inbound_20___hawaii_and_singapore,B06,235184808,singapore_4__G10,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__B07,inbound_20___hawaii_and_singapore,B07,235185335,singapore_4__H05,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__C01,inbound_20___hawaii_and_singapore,C01,235184955,singapore_8__D06,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__C02,inbound_20___hawaii_and_singapore,C02,235043337,singapore_1__G04,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__C03,inbound_20___hawaii_and_singapore,C03,235043368,singapore_1__H06,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__C04,inbound_20___hawaii_and_singapore,C04,235043289,singapore_1__H04,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__C05,inbound_20___hawaii_and_singapore,C05,235043366,singapore_1__H03,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__C06,inbound_20___hawaii_and_singapore,C06,235043303,singapore_1__H05,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__C07,inbound_20___hawaii_and_singapore,C07,235185253,singapore_4__G11,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__D01,inbound_20___hawaii_and_singapore,D01,235183718,singapore_8__D07,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__D02,inbound_20___hawaii_and_singapore,D02,235042511,singapore_1__G07,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__D03,inbound_20___hawaii_and_singapore,D03,235043364,singapore_1__G09,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__D04,inbound_20___hawaii_and_singapore,D04,235043372,singapore_1__G12,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__D05,inbound_20___hawaii_and_singapore,D05,235043347,singapore_1__H01,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__D06,inbound_20___hawaii_and_singapore,D06,235043365,singapore_1__G10,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__D07,inbound_20___hawaii_and_singapore,D07,235164006,singapore_6__B04,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__D08,inbound_20___hawaii_and_singapore,D08,235163299,singapore_6__B05,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__E01,inbound_20___hawaii_and_singapore,E01,235184171,singapore_8__D08,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__E02,inbound_20___hawaii_and_singapore,E02,235043352,singapore_1__E11,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__E03,inbound_20___hawaii_and_singapore,E03,235043285,singapore_1__H08,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__E04,inbound_20___hawaii_and_singapore,E04,235043345,singapore_1__H02,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__E05,inbound_20___hawaii_and_singapore,E05,235042417,singapore_2real_1__D04,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__E06,inbound_20___hawaii_and_singapore,E06,235043301,singapore_2real_1__D01,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__E07,inbound_20___hawaii_and_singapore,E07,235042401,singapore_2real_1__D03,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__E07,inbound_20___hawaii_and_singapore,E07,235042401,singapore_2real_1__D03,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__E08,inbound_20___hawaii_and_singapore,E08,235042400,singapore_2real_1__C11,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__F01,inbound_20___hawaii_and_singapore,F01,235184834,singapore_8__D09,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__F01,inbound_20___hawaii_and_singapore,F01,235184834,singapore_8__D09,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__F03,inbound_20___hawaii_and_singapore,F03,235043369,singapore_1__G11,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__F04,inbound_20___hawaii_and_singapore,F04,235043370,singapore_1__H07,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__F05,inbound_20___hawaii_and_singapore,F05,235042416,singapore_2real_1__C09,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__F06,inbound_20___hawaii_and_singapore,F06,235042405,singapore_2real_1__D02,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__F07,inbound_20___hawaii_and_singapore,F07,235042410,singapore_2real_1__C12,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__F08,inbound_20___hawaii_and_singapore,F08,235042414,singapore_2real_1__C10,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__G01,inbound_20___hawaii_and_singapore,G01,235185217,singapore_8__D10,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__G03,inbound_20___hawaii_and_singapore,G03,235043351,singapore_1__E10,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__G04,inbound_20___hawaii_and_singapore,G04,235043308,singapore_1__F06,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__G05,inbound_20___hawaii_and_singapore,G05,235043350,singapore_1__F05,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__G06,inbound_20___hawaii_and_singapore,G06,235043332,singapore_1__E12,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__G07,inbound_20___hawaii_and_singapore,G07,235043306,singapore_1__F03,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__G08,inbound_20___hawaii_and_singapore,G08,235043326,singapore_1__F02,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__H01,inbound_20___hawaii_and_singapore,H01,235185542,singapore_8__D11,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__H03,inbound_20___hawaii_and_singapore,H03,235043099,singapore_1__D07,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__H04,inbound_20___hawaii_and_singapore,H04,235043126,singapore_1__D05,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__H05,inbound_20___hawaii_and_singapore,H05,235043335,singapore_1__D01,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__H06,inbound_20___hawaii_and_singapore,H06,235043379,singapore_1__D06,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__H07,inbound_20___hawaii_and_singapore,H07,235043356,singapore_1__D04,Singapore,Singapore,Singapore
inbound_20,inbound_20___hawaii_and_singapore__H08,inbound_20___hawaii_and_singapore,H08,235043104,singapore_1__C11,Singapore,Singapore,Singapore
inbound_5,inbound_5__A11,inbound_5,A11,232021883,stlouis_mo_2__H02,St_Louis,USA,St_Louis
inbound_5,inbound_5__A12,inbound_5,A12,232021641,stlouis_mo_2__H01,St_Louis,USA,St_Louis
inbound_5,inbound_5__B11,inbound_5,B11,232021862,stlouis_mo_2__G02,St_Louis,USA,St_Louis
inbound_5,inbound_5__B12,inbound_5,B12,232021730,stlouis_mo_2__G01,St_Louis,USA,St_Louis
inbound_5,inbound_5__C11,inbound_5,C11,232021671,stlouis_mo_2__F02,St_Louis,USA,St_Louis
inbound_5,inbound_5__C12,inbound_5,C12,232023592,stlouis_mo_2__F01,St_Louis,USA,St_Louis
inbound_5,inbound_5__D11,inbound_5,D11,232027278,stlouis_mo_2__E02,St_Louis,USA,St_Louis
inbound_5,inbound_5__D12,inbound_5,D12,232021720,stlouis_mo_2__E01,St_Louis,USA,St_Louis
inbound_5,inbound_5__E11,inbound_5,E11,232021890,stlouis_mo_2__D02,St_Louis,USA,St_Louis
inbound_5,inbound_5__E12,inbound_5,E12,232021696,stlouis_mo_2__D01,St_Louis,USA,St_Louis
inbound_5,inbound_5__F11,inbound_5,F11,232023599,stlouis_mo_2__C02,St_Louis,USA,St_Louis
inbound_5,inbound_5__F12,inbound_5,F12,232023642,stlouis_mo_2__C01,St_Louis,USA,St_Louis
inbound_5,inbound_5__G11,inbound_5,G11,232023588,stlouis_mo_2__B02,St_Louis,USA,St_Louis
inbound_5,inbound_5__G12,inbound_5,G12,232027246,stlouis_mo_2__B01,St_Louis,USA,St_Louis
inbound_5,inbound_5__H11,inbound_5,H11,232021723,stlouis_mo_2__A02,St_Louis,USA,St_Louis
inbound_5,inbound_5__H12,inbound_5,H12,232023620,stlouis_mo_2__A01,St_Louis,USA,St_Louis
control,negative_controls_inbound__C02,negative_controls_inbound,C02,235030406,\N,\N,\N,Taipei
control,negative_controls_inbound__D02,negative_controls_inbound,D02,235030388,\N,\N,\N,Taipei
control,negative_controls_inbound__E02,negative_controls_inbound,E02,235030400,\N,\N,\N,Taipei
inbound_14,inbound_14__A04,inbound_14,A04,232023619,stlouismo__1__F11,St_Louis,USA,Taipei
inbound_14,inbound_14__B01,inbound_14,B01,232027230,stlouismo__1__H10,St_Louis,USA,Taipei
inbound_14,inbound_14__B04,inbound_14,B04,232021897,stlouismo__1__E11,St_Louis,USA,Taipei
inbound_14,inbound_14__C01,inbound_14,C01,232021718,stlouismo__1__G10,St_Louis,USA,Taipei
